brand,disc_name,speed,glide,turn,fade
Innova,yeti pro aviar,2,3,0,1
MVP,Ohm,2,5,0,1
MVP,Reactor,5,5,-0.5,1.5
Daredevil Discs,Walrus,4,5,0,3
INNOVA,Sexybird De Zane,9,3,-1,3
innova,croc,5.5,2,0,5
discmania,PD3,11,3,0,5
discmania,tactic,4,2,0,3
discraft,hades,12,6,-3,2
discmania,Night Strike 2,7,5,0,1
discmania,Essence,8,6,-2,1
dynamic discs,Premac Truth,5,5,0,2
DGA,Steady BL,2,3,0,2
DGA,Banzai,8,4,0,3
Latitude 64,Sapphire,10,6,-2,1.5
innova,invader,3,2,0,1
Latitude 64,SPZ3,9,6,-1,2
Dynamic Discs,Bounty,4,5,-1.5,0.5
innova,invictus,10,4,0,3
innova,avatar,5,4,0,2
